date,title,translated_title,file,link
26.12.2020,Eti Maden Lityum Üretim Tesisi Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of Eti Maden Lithium Production Facility,PresSpeech282.txt,https://www.tccb.gov.tr/konusmalar/353/123387/eti-maden-lityum-uretim-tesisi-acilis-toreni-nde-yaptiklari-konusma
26.12.2020,Ankara Gölbaşı Şehir Geçişi Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Ankara Gölbaşı City Crossing Opening Ceremony,PresSpeech283.txt,https://www.tccb.gov.tr/konusmalar/353/123386/ankara-golbasi-sehir-gecisi-acilis-toreni-nde-yaptiklari-konusma
25.12.2020,TİM 8. Türkiye İnovasyon Haftası Programı’nda Yaptıkları Konuşma,Speech at TİM 8th Turkey Innovation Week Program,PresSpeech284.txt,https://www.tccb.gov.tr/konusmalar/353/123372/tim-8-turkiye-inovasyon-haftasi-programi-nda-yaptiklari-konusma
24.12.2020,"Tunceli Müzesi, Konya Akşehir Taş Eserler Müzesi ve Bursa Türk-İslam Müzesi Restorasyonu Sonrası  Açılış Töreninde Yaptıkları Konuşma  ","Speech at the Opening Ceremony of Tunceli Museum, Konya Akşehir Stone Works Museum and Bursa Turkish-Islamic Museum After Restoration",PresSpeech285.txt,https://www.tccb.gov.tr/konusmalar/353/123371/tunceli-muzesi-konya-aksehir-tas-eserler-muzesi-ve-bursa-turk-islam-muzesi-restorasyonu-sonrasi-acilis-toreninde-yaptiklari-konusma-
23.12.2020,Çevre ve Şehircilik Bakanlığı TOKİ Tarafından Arnavutluk'ta Yapılacak Olan 522 Konutun Temel Atma Töreninde Yaptığı Konuşma,Speech by Ministry of Environment and Urbanization TOKİ at the Groundbreaking Ceremony of 522 Houses to be Built in Albania,PresSpeech286.txt,https://www.tccb.gov.tr/konusmalar/353/123349/cevre-ve-sehircilik-bakanligi-toki-tarafindan-arnavutluk-ta-yapilacak-olan-522-konutun-temel-atma-toreninde-yaptigi-konusma
19.12.2020,Kuzey Marmara Otoyolu 6. Kesim Açılış Töreni’nde Yaptıkları Konuşma,Speech at the 6th Section Opening Ceremony of the Northern Marmara Motorway,PresSpeech287.txt,https://www.tccb.gov.tr/konusmalar/353/123289/kuzey-marmara-otoyolu-6-kesim-acilis-toreni-nde-yaptiklari-konusma
18.12.2020,Kâğıthane Meydanı Açılış Töreni’nde Yaptıkları Konuşma ,Speech Delivered at the Opening Ceremony of Kağıthane Square,PresSpeech288.txt,https://www.tccb.gov.tr/konusmalar/353/123281/k-githane-meydani-acilis-toreni-nde-yaptiklari-konusma-
16.12.2020,Ankara-Niğde Otoyolu 2. Kesim Açılış Töreni’nde Yaptıkları Konuşma,Speech Delivered at the Opening Ceremony of the 2nd Section of the Ankara-Niğde Highway,PresSpeech289.txt,https://www.tccb.gov.tr/konusmalar/353/123285/ankara-nigde-otoyolu-2-kesim-acilis-toreni-nde-yaptiklari-konusma
14.12.2020,Kabine Toplantısı’nın Ardından Yaptıkları Konuşma,Speech After the Cabinet Meeting,PresSpeech290.txt,https://www.tccb.gov.tr/konusmalar/353/123199/kabine-toplantisi-nin-ardindan-yaptiklari-konusma
12.12.2020,Manisa-Akhisar Çevre Yolu Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Manisa-Akhisar Ring Road Opening Ceremony,PresSpeech291.txt,https://www.tccb.gov.tr/konusmalar/353/123178/manisa-akhisar-cevre-yolu-acilis-toreni-nde-yaptiklari-konusma
12.12.2020,Gaziantep Düzbağ İçme Suyu İsale Hattı ve Doğanpınar Barajı Açılış Töreni’nde Yaptıkları Konuşma  ,Speech at the Opening Ceremony of Gaziantep Düzbağ Potable Water Pipeline and Doğanpınar Dam,PresSpeech292.txt,https://www.tccb.gov.tr/konusmalar/353/123177/gaziantep-duzbag-icme-suyu-isale-hatti-ve-doganpinar-baraji-acilis-toreni-nde-yaptiklari-konusma-
07.12.2020,Uluslararası Yatırım Zirvesi’nde Yaptıkları Konuşma,Speech at the International Investment Summit,PresSpeech293.txt,https://www.tccb.gov.tr/konusmalar/353/123090/uluslararasi-yatirim-zirvesi-nde-yaptiklari-konusma
05.12.2020,Sarıkamış-Karakurt-Horasan Yolu Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of Sarıkamış-Karakurt-Horasan Road,PresSpeech294.txt,https://www.tccb.gov.tr/konusmalar/353/123055/sarikamis-karakurt-horasan-yolu-acilis-toreni-nde-yaptiklari-konusma
05.12.2020,İlk Milli Helikopter Motoru TEİ-TS1400’ün Teslimi ve Tasarım Merkezi Açılış Töreni’nde Yaptıkları Konuşma,The Delivery of the First National Helicopter Engine TEI-TS1400 and their Speech at the Design Center Opening Ceremony,PresSpeech295.txt,https://www.tccb.gov.tr/konusmalar/353/123056/ilk-milli-helikopter-motoru-tei-ts1400-un-teslimi-ve-tasarim-merkezi-acilis-toreni-nde-yaptiklari-konusma
03.12.2020,Cumhurbaşkanlığı Senfoni Orkestrası Konser Salonu Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Presidential Symphony Orchestra Concert Hall Opening Ceremony,PresSpeech296.txt,https://www.tccb.gov.tr/konusmalar/353/123038/cumhurbaskanligi-senfoni-orkestrasi-konser-salonu-acilis-toreni-nde-yaptiklari-konusma
03.12.2020,Birleşmiş Milletler Genel Kurulu Covıd-19'la Mücadele Özel Oturumunda Yaptıkları Konuşma,Speech at the Special Session of the United Nations General Assembly on Combating COVID-19,PresSpeech297.txt,https://www.tccb.gov.tr/konusmalar/353/123037/birlesmis-milletler-genel-kurulu-covid-19-la-mucadele-ozel-oturumunda-yaptiklari-konusma
01.12.2020,4. TRT World Forum’un Açılışında Yaptıkları Konuşma,4. Speech Delivered at the Opening of TRT World Forum,PresSpeech298.txt,https://www.tccb.gov.tr/konusmalar/353/123001/4-trt-world-forum-un-acilisinda-yaptiklari-konusma
30.11.2020,Kabine Toplantısı’nın Ardından Yaptıkları Konuşma,Speech After the Cabinet Meeting,PresSpeech299.txt,https://www.tccb.gov.tr/konusmalar/353/122994/kabine-toplantisi-nin-ardindan-yaptiklari-konusma
26.11.2020,4. Uluslararası Kadın ve Adalet Zirvesi’nde Yaptıkları Konuşma,Speech at the 4th International Women and Justice Summit,PresSpeech300.txt,https://www.tccb.gov.tr/konusmalar/353/122969/4-uluslararasi-kadin-ve-adalet-zirvesi-nde-yaptiklari-konusma
25.11.2020,İSEDAK Toplantısı Açılış Oturumunda Yaptıkları Konuşma,Speech Delivered at the Opening Session of the COMCEC Meeting,PresSpeech301.txt,https://www.tccb.gov.tr/konusmalar/353/122962/isedak-toplantisi-acilis-oturumunda-yaptiklari-konusma
22.11.2020,G-20 Liderler Zirvesi’nde Yaptıkları Konuşma,Speech at the G-20 Leaders' Summit,PresSpeech302.txt,https://www.tccb.gov.tr/konusmalar/353/122924/g-20-liderler-zirvesi-nde-yaptiklari-konusma
21.11.2020,G-20 Zirvesi’nde Yaptıkları Konuşma,Speech at the G-20 Summit,PresSpeech303.txt,https://www.tccb.gov.tr/konusmalar/353/122923/g-20-zirvesi-nde-yaptiklari-konusma
21.11.2020,Halifax Uluslararası Güvenlik Forumu’nda Yaptıkları Konuşma,Speech at the Halifax International Security Forum,PresSpeech304.txt,https://www.tccb.gov.tr/konusmalar/353/122922/halifax-uluslararasi-guvenlik-forumu-nda-yaptiklari-konusma
20.11.2020,18. MÜSİAD Expo Fuarı’nda Yaptıkları Konuşma ,Speech at the 18th MUSIAD Expo Fair,PresSpeech305.txt,https://www.tccb.gov.tr/konusmalar/353/122897/18-musiad-expo-fuari-nda-yaptiklari-konusma-
19.11.2020,Türkiye İhracatçılar Meclisi Heyeti’ni Kabulde Yaptıkları Konuşma,Speech at the Acceptance of the Delegation of the Turkish Exporters Assembly,PresSpeech306.txt,https://www.tccb.gov.tr/konusmalar/353/122880/turkiye-ihracatcilar-meclisi-heyeti-ni-kabulde-yaptiklari-konusma
18.11.2020,TOBB Türkiye Ekonomi Şûrası’nda Yaptıkları Konuşma,Speech at the TOBB Turkey Economic Council,PresSpeech307.txt,https://www.tccb.gov.tr/konusmalar/353/122871/tobb-turkiye-ekonomi-s-rasi-nda-yaptiklari-konusma
17.11.2020,Kabine Toplantısı’nın Ardından Yaptıkları Konuşma,Speech After the Cabinet Meeting,PresSpeech308.txt,https://www.tccb.gov.tr/konusmalar/353/122861/kabine-toplantisi-nin-ardindan-yaptiklari-konusma
15.11.2020,Lefkoşa Acil Durum Hastanesi Açılış Töreni’nde Yaptıkları Konuşma,Speech Delivered at the Opening Ceremony of Nicosia Emergency Hospital,PresSpeech309.txt,https://www.tccb.gov.tr/konusmalar/353/122846/lefkosa-acil-durum-hastanesi-acilis-toreni-nde-yaptiklari-konusma
15.11.2020,KKTC’NİN 37. Kuruluş Yıl Dönümünde Yaptıkları Konuşma,TRNC's 37th Anniversary Speech,PresSpeech310.txt,https://www.tccb.gov.tr/konusmalar/353/122842/kktc-nin-37-kurulus-yil-donumunde-yaptiklari-konusma
13.11.2020,Tekirdağ Şehir Hastanesi’nin Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of Tekirdağ City Hospital,PresSpeech311.txt,https://www.tccb.gov.tr/konusmalar/353/122841/tekirdag-sehir-hastanesi-nin-acilis-toreni-nde-yaptiklari-konusma
13.11.2020,41. Komando Tugay Komutanlığı‘na Sancak Verilmesi Töreni’nde Yaptıkları Konuşma,Speech Delivered at the Ceremony of Giving the Banner to the 41st Commando Brigade Command,PresSpeech312.txt,https://www.tccb.gov.tr/konusmalar/353/122840/41-komando-tugay-komutanligi-na-sancak-verilmesi-toreni-nde-yaptiklari-konusma
12.11.2020,ASELSAN Yeni Sistem Tanıtımları ve Tesis Açılışları Töreni’nde Yaptıkları Konuşma,Speech at the ASELSAN New System Introductions and Facility Openings Ceremony,PresSpeech313.txt,https://www.tccb.gov.tr/konusmalar/353/122786/aselsan-yeni-sistem-tanitimlari-ve-tesis-acilislari-toreni-nde-yaptiklari-konusma
11.11.2020,"‘Geleceğe Nefes, Dünyaya Nefes’ Programında Yaptıkları Konuşma","Speech in the Program ""Breath to the Future, Breathe to the World""",PresSpeech314.txt,https://www.tccb.gov.tr/konusmalar/353/122770/-gelecege-nefes-dunyaya-nefes-programinda-yaptiklari-konusma
10.11.2020,Gazi Mustafa Kemal Atatürk'ün Ebediyete İrtihalinin 82. Yıl Dönümü Münasebetiyle Anma Töreni’nde Yaptıkları Konuşma,Ghazi Mustafa Kemal Atatürk's Speech at the Commemoration Ceremony on the 82nd Anniversary of the Death of Eternity,PresSpeech315.txt,https://www.tccb.gov.tr/konusmalar/353/122737/gazi-mustafa-kemal-ataturk-un-ebediyete-irtihalinin-82-yil-donumu-munasebetiyle-anma-toreni-nde-yaptiklari-konusma
09.11.2020,12. Büyükelçiler Konferansı’nda Yaptıkları Konuşma,Speech at the 12th Ambassadors Conference,PresSpeech316.txt,https://www.tccb.gov.tr/konusmalar/353/122735/12-buyukelciler-konferansi-nda-yaptiklari-konusma
08.11.2020,Kocaeli Toplu Açılış Töreni’nde Yaptıkları Konuşma,Speech Delivered at the Kocaeli Collective Opening Ceremony,PresSpeech317.txt,https://www.tccb.gov.tr/konusmalar/353/122716/kocaeli-toplu-acilis-toreni-nde-yaptiklari-konusma
07.11.2020,Kahramanmaraş-Göksun Yolu Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Kahramanmaraş-Göksun Road Opening Ceremony,PresSpeech318.txt,https://www.tccb.gov.tr/konusmalar/353/122715/kahramanmaras-goksun-yolu-acilis-toreni-nde-yaptiklari-konusma
03.11.2020,Kabine Toplantısının Ardından Yaptıkları Konuşma,Speech After the Cabinet Meeting,PresSpeech319.txt,https://www.tccb.gov.tr/konusmalar/353/122672/kabine-toplantisinin-ardindan-yaptiklari-konusma
01.11.2020,Samsun-Sivas Demiryolu Hattı Modernizasyonunun Tamamlanması Töreni’nde Yaptıkları Konuşma ,Speech Delivered at the Ceremony of Completion of the Modernization of the Samsun-Sivas Railway Line,PresSpeech320.txt,https://www.tccb.gov.tr/konusmalar/353/122650/samsun-sivas-demiryolu-hatti-modernizasyonunun-tamamlanmasi-toreni-nde-yaptiklari-konusma-
31.10.2020,İzmir'de Deprem İncelemelerinde Yaptıkları Konuşma,Their Speech on Earthquake Investigations in Izmir,PresSpeech321.txt,https://www.tccb.gov.tr/konusmalar/353/122633/izmir-de-deprem-incelemelerinde-yaptiklari-konusma
30.10.2020,"Prof. Dr. Aziz Sancar Bilim, Hizmet ve Teşvik Ödülleri Töreni’nde Yaptıkları Konuşma ","prof. Dr. Speech at the Aziz Sancar Science, Service and Encouragement Awards Ceremony",PresSpeech322.txt,https://www.tccb.gov.tr/konusmalar/353/122607/prof-dr-aziz-sancar-bilim-hizmet-ve-tesvik-odulleri-toreni-nde-yaptiklari-konusma-
29.10.2020,Milli Mücadele Sergisi Açılış Töreni’nde Yaptıkları Konuşma ,Speech at the Opening Ceremony of the National Struggle Exhibition,PresSpeech323.txt,https://www.tccb.gov.tr/konusmalar/353/122594/milli-mucadele-sergisi-acilis-toreni-nde-yaptiklari-konusma-
26.10.2020,Mevlid-i Nebi Haftası Açılış Programı’nda Yaptıkları Konuşma,Speech at the Opening Program of the Mevlid-i Nebi Week,PresSpeech324.txt,https://www.tccb.gov.tr/konusmalar/353/122519/mevlid-i-nebi-haftasi-acilis-programi-nda-yaptiklari-konusma
25.10.2020,Malatya Toplu Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Malatya Mass Opening Ceremony,PresSpeech325.txt,https://www.tccb.gov.tr/konusmalar/353/122498/malatya-toplu-acilis-toreni-nde-yaptiklari-konusma
24.10.2020,Kayseri Kentsel Dönüşüm Anahtar Teslim Töreni’nde Yaptıkları Konuşma,Speech Delivered at the Kayseri Urban Transformation Turnkey Ceremony,PresSpeech326.txt,https://www.tccb.gov.tr/konusmalar/353/122497/kayseri-kentsel-donusum-anahtar-teslim-toreni-nde-yaptiklari-konusma
20.10.2020,Kabine Toplantısının Ardından Yaptıkları Konuşma,Speech After the Cabinet Meeting,PresSpeech327.txt,https://www.tccb.gov.tr/konusmalar/353/122440/kabine-toplantisinin-ardindan-yaptiklari-konusma
19.10.2020,İbn Haldun Üniversitesi Külliyesi’nin Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of Ibn Haldun University Complex,PresSpeech328.txt,https://www.tccb.gov.tr/konusmalar/353/122420/ibn-haldun-universitesi-kulliyesi-nin-acilis-toreni-nde-yaptiklari-konusma
18.10.2020,Şırnak Toplu Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Şırnak Mass Opening Ceremony,PresSpeech329.txt,https://www.tccb.gov.tr/konusmalar/353/122410/sirnak-toplu-acilis-toreni-nde-yaptiklari-konusma
17.10.2020,Fatih Sondaj Gemisi’ni Ziyaretlerinde Yaptıkları Konuşma ,Speech Given During Their Visit to Fatih Drilling Ship,PresSpeech330.txt,https://www.tccb.gov.tr/konusmalar/353/122397/fatih-sondaj-gemisi-ni-ziyaretlerinde-yaptiklari-konusma-
15.10.2020,2020-2021 Yükseköğretim Akademik Yılı Açılış Töreni’nde Yaptıkları Konuşma ,Speech at the Opening Ceremony of the 2020-2021 Higher Education Academic Year,PresSpeech331.txt,https://www.tccb.gov.tr/konusmalar/353/122373/2020-2021-yuksekogretim-akademik-yili-acilis-toreni-nde-yaptiklari-konusma-
08.10.2020,Türkiye-Afrika Ekonomi ve İş Forumu Açılış Oturumu’nda Yaptıkları Konuşma,Speech at the Opening Session of the Turkey-Africa Economy and Business Forum,PresSpeech332.txt,https://www.tccb.gov.tr/konusmalar/353/122329/turkiye-afrika-ekonomi-ve-is-forumu-acilis-oturumu-nda-yaptiklari-konusma
06.10.2020,KKTC Başbakanı Ersin Tatar ile Ortak Basın Toplantısı ve  KKTC'ye Su Taşıyan Hattın Açılış Töreni’nde Yaptıkları Konuşma  ,Joint Press Conference with TRNC Prime Minister Ersin Tatar and their Speech at the Opening Ceremony of the Line Carrying Water to TRNC,PresSpeech333.txt,https://www.tccb.gov.tr/konusmalar/353/122312/kktc-basbakani-ersin-tatar-ile-ortak-basin-toplantisi-ve-kktc-ye-su-tasiyan-hattin-acilis-toreni-nde-yaptiklari-konusma-
06.10.2020,Camiler ve Din Görevlileri Haftası Programı’nda Yaptıkları Konuşma,Speeches Delivered at the Week of Mosques and Religious Officials,PresSpeech334.txt,https://www.tccb.gov.tr/konusmalar/353/122302/camiler-ve-din-gorevlileri-haftasi-programi-nda-yaptiklari-konusma
05.10.2020,Kabine Toplantısının Ardından Yaptıkları Konuşma,Speech After the Cabinet Meeting,PresSpeech335.txt,https://www.tccb.gov.tr/konusmalar/353/122282/kabine-toplantisinin-ardindan-yaptiklari-konusma
03.10.2020,"Reyhanlı Barajı, Afrin Çayı Davutlar Regülatörü ve Derivasyon Kanalı, Tahtaköprü Barajı Yükseltilmesi ile Hatay İçme Suyu Arıtma Tesisi Açılış Töreni’nde Yaptıkları Konuşma","Speech at the Opening Ceremony of Reyhanlı Dam, Afrin Stream Davutlar Regulator and Derivation Channel, Tahtaköprü Dam Upgrade and Hatay Drinking Water Treatment Plant",PresSpeech336.txt,https://www.tccb.gov.tr/konusmalar/353/122266/reyhanli-baraji-afrin-cayi-davutlar-regulatoru-ve-derivasyon-kanali-tahtakopru-baraji-yukseltilmesi-ile-hatay-icme-suyu-aritma-tesisi-acilis-toreni-nde-yaptiklari-konusma
02.10.2020,Konya Şehir Hastanesi Açılış Töreni’nde Yaptıkları Konuşma,Speech Delivered at the Opening Ceremony of Konya City Hospital,PresSpeech337.txt,https://www.tccb.gov.tr/konusmalar/353/122236/konya-sehir-hastanesi-acilis-toreni-nde-yaptiklari-konusma
01.10.2020,TBMM 27. Dönem 4. Yasama Yılı Açılış Konuşmaları,Opening Speeches of the 27th Term 4th Legislative Year of the Grand National Assembly of Turkey,PresSpeech338.txt,https://www.tccb.gov.tr/konusmalar/353/122222/tbmm-27-donem-4-yasama-yili-acilis-konusmalari
28.09.2020,"Tarih, Siyaset ve Ülkelerarası İlişkiler Bakımından Uluslararası Deniz Hukuku ve Doğu Akdeniz Sempozyumu’nda Yaptıkları Konuşma","Speech at the International Law of the Sea and the Eastern Mediterranean Symposium in terms of History, Politics and International Relations",PresSpeech339.txt,https://www.tccb.gov.tr/konusmalar/353/122198/tarih-siyaset-ve-ulkelerarasi-iliskiler-bakimindan-uluslararasi-deniz-hukuku-ve-dogu-akdeniz-sempozyumu-nda-yaptiklari-konusma
26.09.2020,Fabrika Toplu Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Factory Collective Opening Ceremony,PresSpeech340.txt,https://www.tccb.gov.tr/konusmalar/353/122192/fabrika-toplu-acilis-toreni-nde-yaptiklari-konusma
26.09.2020,Gaziantep TEKNOFEST Programı’nda Yaptıkları Konuşma,Their Speech at Gaziantep TEKNOFEST Program,PresSpeech341.txt,https://www.tccb.gov.tr/konusmalar/353/122191/gaziantep-teknofest-programi-nda-yaptiklari-konusma
22.09.2020,BM Genel Kurulu’nda Yaptıkları Konuşma ,Speech to the UN General Assembly,PresSpeech342.txt,https://www.tccb.gov.tr/konusmalar/353/122156/bm-genel-kurulu-nda-yaptiklari-konusma-
21.09.2020,Kabine Toplantısının Ardından Yaptıkları Konuşma,Speech After the Cabinet Meeting,PresSpeech343.txt,https://www.tccb.gov.tr/konusmalar/353/122151/kabine-toplantisinin-ardindan-yaptiklari-konusma
19.09.2020,Kuzey Marmara Otoyolu 5. Kesim Açılış Töreni’nde Yaptıkları Konuşma,Speech at the 5th Section Opening Ceremony of the Northern Marmara Motorway,PresSpeech344.txt,https://www.tccb.gov.tr/konusmalar/353/122136/kuzey-marmara-otoyolu-5-kesim-acilis-toreni-nde-yaptiklari-konusma
17.09.2020,Devlet Övünç Madalyası Tevcih Töreni’nde Yaptığı Konuşma ,Speech at the State Medal of Honor Conversion Ceremony,PresSpeech345.txt,https://www.tccb.gov.tr/konusmalar/353/122115/devlet-ovunc-madalyasi-tevcih-toreni-nde-yaptigi-konusma-
12.09.2020,TOBB ETÜ Mezuniyet Töreni’nde Yaptıkları Konuşma,Speech at the TOBB ETU Graduation Ceremony,PresSpeech346.txt,https://www.tccb.gov.tr/konusmalar/353/122101/tobb-etu-mezuniyet-toreni-nde-yaptiklari-konusma
12.09.2020,Vesayetten Demokrasiye Milli İrade Sempozyumu’nda Yaptıkları Konuşma,Speech at the National Will Symposium from Tutelage to Democracy,PresSpeech347.txt,https://www.tccb.gov.tr/konusmalar/353/122100/vesayetten-demokrasiye-milli-irade-sempozyumu-nda-yaptiklari-konusma
08.09.2020,Türkiye-İran Yüksek Düzeyli İşbirliği Konseyi’nde Yaptıkları Konuşma  ,Speech at the Turkey-Iran High Level Cooperation Council,PresSpeech348.txt,https://www.tccb.gov.tr/konusmalar/353/122083/turkiye-iran-yuksek-duzeyli-isbirligi-konseyi-nde-yaptiklari-konusma-
07.09.2020,Türkiye Sigorta Tanıtım Töreni’nde Yaptıkları Konuşma ,Speech at the Turkey Insurance Promotion Ceremony,PresSpeech349.txt,https://www.tccb.gov.tr/konusmalar/353/122063/turkiye-sigorta-tanitim-toreni-nde-yaptiklari-konusma-
